Date,Open,High,Low,Close,Adj Close,Volume
4/22/2019,2850,2880,2720,2800,2735.623779,34552200
4/23/2019,2770,2960,2770,2930,2862.634766,28490600
4/24/2019,2970,2980,2870,2870,2804.014404,11371700
4/25/2019,2870,2930,2830,2860,2794.244141,6940600
4/26/2019,2830,2910,2820,2870,2804.014404,7321000
4/29/2019,2870,2950,2870,2900,2833.324463,12936000
4/30/2019,2900,2930,2870,2920,2852.864502,9537500
5/1/2019,2920,2920,2920,2920,2852.864502,0
5/2/2019,2920,2920,2760,2780,2716.083496,11696900
5/3/2019,2800,2810,2640,2780,2716.083496,14894300
5/6/2019,2800,2880,2700,2850,2784.473877,21344400
5/7/2019,2900,3070,2900,2980,2911.485107,43528900
5/8/2019,2970,3040,2940,2960,2891.945068,12287700
5/9/2019,2950,3020,2930,2960,2891.945068,11767700
5/10/2019,2970,3000,2840,2930,2862.634766,15030400
5/13/2019,2940,2950,2720,2760,2696.543213,14260300
5/14/2019,2720,2810,2690,2770,2706.313477,15250000
5/15/2019,2780,2810,2530,2650,2589.072266,14982700
5/16/2019,2650,2670,2550,2560,2501.141602,6731200
5/17/2019,2560,2600,2420,2540,2481.601318,7490000
5/20/2019,2520,2730,2450,2650,2589.072266,9392800
5/21/2019,2650,2720,2620,2670,2608.612549,5280300
5/22/2019,2670,2680,2580,2640,2579.302246,2000400
5/23/2019,2680,2790,2610,2740,2677.00293,10154800
5/24/2019,2760,2850,2740,2790,2725.853516,7215000
5/27/2019,2830,2880,2810,2810,2745.393555,9575700
5/28/2019,2850,2860,2740,2790,2725.853516,4355000
5/29/2019,2790,2920,2790,2900,2833.324463,9654100
5/30/2019,2900,2900,2900,2900,2833.324463,0
5/31/2019,2900,2980,2790,2860,2794.244141,20433200
6/3/2019,2860,2860,2860,2860,2794.244141,0
6/4/2019,2860,2860,2860,2860,2794.244141,0
6/5/2019,2860,2860,2860,2860,2794.244141,0
6/6/2019,2860,2860,2860,2860,2794.244141,0
6/7/2019,2860,2860,2860,2860,2794.244141,0
6/10/2019,2950,3020,2910,2940,2872.405029,14450100
6/11/2019,2980,3000,2920,2940,2872.405029,5801400
6/12/2019,2980,2980,2860,2900,2833.324463,6123100
6/13/2019,2850,2870,2810,2860,2794.244141,8567800
6/14/2019,2860,2930,2840,2860,2794.244141,5537200
6/17/2019,2900,2900,2820,2850,2784.473877,2026100
6/18/2019,2850,2930,2850,2910,2843.094482,6053800
6/20/2019,3050,3050,2980,2990,2921.255127,10083200
6/21/2019,3000,3040,2850,2900,2833.324463,8630700
6/24/2019,2910,2950,2830,2860,2794.244141,2968700
6/25/2019,2830,2900,2830,2860,2794.244141,4768200
6/26/2019,2870,2930,2870,2920,2852.864502,4080800
6/27/2019,2930,2950,2890,2920,2852.864502,4830300
6/28/2019,2950,3010,2910,2980,2911.485107,16338700
7/1/2019,3000,3040,2950,2990,2921.255127,7193000
7/2/2019,3000,3010,2960,2960,2891.945068,4694000
7/3/2019,2960,2990,2850,2860,2794.244141,7888800
7/4/2019,2870,2900,2820,2850,2784.473877,7483000
7/5/2019,2850,2920,2810,2900,2833.324463,8873400
7/8/2019,2920,2930,2850,2860,2794.244141,3213600
7/9/2019,2890,2940,2870,2930,2862.634766,2796200
7/10/2019,2950,2950,2870,2890,2823.554443,4467600
7/11/2019,2940,2940,2870,2900,2833.324463,4126000
7/12/2019,2920,2920,2850,2860,2794.244141,5579900
7/15/2019,2870,2940,2860,2930,2862.634766,7362100
7/16/2019,2930,2970,2910,2940,2872.405029,7216200
7/17/2019,2940,3020,2910,2980,2911.485107,9777300
7/18/2019,2980,3170,2970,3110,3038.496338,21650300
7/19/2019,3130,3150,3080,3110,3038.496338,10942200
7/22/2019,3110,3140,3080,3100,3028.726074,8278100
7/23/2019,3100,3220,3090,3160,3087.34668,17721600
7/24/2019,3160,3200,3120,3120,3048.266357,7569800
7/25/2019,3120,3290,3010,3250,3175.277344,27474800
7/26/2019,3280,3300,3120,3170,3097.116699,14060600
7/29/2019,3180,3340,3170,3270,3194.817627,9457500
7/30/2019,3290,3420,3220,3300,3224.12793,47197900
7/31/2019,3360,3360,3220,3230,3155.737305,14222200
8/1/2019,3230,3360,3180,3280,3204.587891,17978100
8/2/2019,3280,3280,3230,3260,3185.047363,10374400
8/5/2019,3220,3380,3050,3130,3058.036377,19561200
8/6/2019,3090,3240,3080,3140,3067.806641,17576600
8/7/2019,3170,3310,3170,3300,3224.12793,11495800
8/8/2019,3320,3350,3280,3350,3272.978271,17136900
8/9/2019,3390,3410,3260,3310,3233.897949,6504300
8/12/2019,3310,3400,3270,3360,3282.748291,8831500
8/13/2019,3360,3450,3300,3340,3263.208252,13759200
8/14/2019,3400,3400,3300,3360,3282.748291,8527800
8/15/2019,3360,3360,3280,3320,3243.667969,11339100
8/16/2019,3300,3310,3180,3250,3175.277344,13561000
8/19/2019,3250,3280,3210,3250,3175.277344,12462100
8/20/2019,3250,3310,3230,3250,3175.277344,10764600
8/21/2019,3250,3270,3210,3270,3194.817627,12651500
8/22/2019,3290,3370,3280,3350,3272.978271,14523300
8/23/2019,3380,3380,3250,3330,3253.437988,6255300
8/26/2019,3300,3340,3210,3320,3243.667969,7539300
8/27/2019,3280,3400,3270,3380,3302.288574,11016600
8/28/2019,3380,3400,3290,3330,3253.437988,7011500
8/29/2019,3300,3400,3300,3390,3312.058594,7206800
8/30/2019,3400,3540,3390,3480,3399.989502,16924800
9/2/2019,3500,3650,3480,3620,3536.770752,18483100
9/3/2019,3620,3660,3480,3500,3419.529541,8704600
9/4/2019,3500,3550,3460,3500,3419.529541,13015700
9/5/2019,3530,3560,3480,3520,3439.069824,8878100
9/6/2019,3570,3590,3150,3270,3194.817627,50259300
9/9/2019,3270,3390,3220,3280,3204.587891,28767900
9/10/2019,3390,3600,3260,3280,3204.587891,30773800
9/11/2019,3280,3310,3230,3270,3194.817627,14896900
9/12/2019,3290,3410,3280,3350,3272.978271,25527900
9/13/2019,3360,3460,3360,3450,3370.679199,16207500
9/16/2019,3450,3450,3310,3380,3302.288574,8829600
9/17/2019,3410,3480,3410,3440,3360.90918,15618500
9/18/2019,3470,3550,3460,3500,3419.529541,15169200
9/19/2019,3490,3550,3450,3470,3390.219238,6187000
9/20/2019,3480,3520,3370,3410,3331.598877,9784500
9/23/2019,3430,3470,3340,3390,3312.058594,6534300
9/24/2019,3420,3430,3260,3290,3214.357666,7695900
9/25/2019,3290,3330,3220,3300,3224.12793,6192200
9/26/2019,3300,3510,3290,3500,3419.529541,14984500
9/27/2019,3490,3550,3440,3500,3419.529541,14775500
9/30/2019,3460,3460,3380,3440,3360.90918,8336900
10/1/2019,3440,3470,3390,3450,3370.679199,6286600
10/2/2019,3410,3490,3410,3450,3370.679199,8620400
10/3/2019,3410,3420,3260,3380,3302.288574,10902400
10/4/2019,3390,3440,3320,3350,3272.978271,8835800
10/7/2019,3360,3380,3270,3350,3272.978271,7013200
10/8/2019,3310,3450,3310,3450,3370.679199,8264800
10/9/2019,3450,3540,3430,3440,3360.90918,9908300
10/10/2019,3470,3500,3440,3490,3409.759277,8978700
10/11/2019,3450,3520,3440,3490,3409.759277,8844000
10/14/2019,3530,3540,3450,3490,3409.759277,10066700
10/15/2019,3500,3550,3500,3530,3448.839844,12183000
10/16/2019,3550,3550,3400,3530,3448.839844,9894100
10/17/2019,3550,3550,3480,3530,3448.839844,7245900
10/18/2019,3540,3550,3480,3540,3458.609863,4672200
10/21/2019,3490,3510,3450,3500,3419.529541,8987300
10/22/2019,3500,3540,3470,3520,3439.069824,7836700
10/23/2019,3510,3530,3470,3480,3399.989502,11054400
10/24/2019,3470,3490,3440,3450,3370.679199,7440900
10/25/2019,3430,3520,3380,3390,3312.058594,11250900
10/28/2019,3430,3550,3430,3460,3380.449219,12915400
10/29/2019,3490,3540,3480,3520,3439.069824,10084300
10/30/2019,3520,3560,3500,3550,3468.380127,18887100
10/31/2019,3550,3550,3450,3550,3468.380127,10474300
11/1/2019,3550,3550,3450,3520,3439.069824,9657500
11/4/2019,3520,3610,3520,3550,3468.380127,26170300
11/5/2019,3550,3560,3470,3500,3419.529541,17822800
11/6/2019,3510,3580,3500,3520,3439.069824,11876400
11/7/2019,3550,3550,3450,3500,3419.529541,9760400
11/8/2019,3630,3730,3420,3450,3370.679199,71413500
11/11/2019,3450,3500,3260,3300,3224.12793,21046300
11/12/2019,3340,3480,3320,3460,3380.449219,25200300
11/13/2019,3460,3510,3410,3440,3360.90918,17493000
11/14/2019,3490,3530,3440,3480,3399.989502,22803200
11/15/2019,3500,3520,3460,3480,3399.989502,19547400
11/18/2019,3500,3540,3400,3480,3399.989502,19152500
11/19/2019,3530,3550,3490,3530,3448.839844,20500100
11/20/2019,3550,3550,3500,3550,3468.380127,10459700
11/21/2019,3550,3550,3460,3500,3419.529541,23152800
11/22/2019,3530,3580,3510,3540,3458.609863,40647700
11/25/2019,3550,3590,3510,3550,3468.380127,36810500
11/26/2019,3550,3550,3470,3490,3409.759277,218231500
11/27/2019,3490,3490,3300,3390,3312.058594,22229100
11/28/2019,3350,3360,3180,3230,3155.737305,16174300
11/29/2019,3180,3350,3070,3340,3263.208252,8546700
12/2/2019,3360,3410,3350,3390,3312.058594,9834600
12/3/2019,3400,3430,3380,3420,3341.368652,13072800
12/4/2019,3420,3430,3380,3410,3331.598877,10036900
12/5/2019,3370,3400,3300,3350,3272.978271,10002900
12/6/2019,3390,3400,3300,3400,3321.828613,10281300
12/9/2019,3390,3390,3250,3270,3194.817627,7995800
12/10/2019,3270,3340,3260,3300,3224.12793,9858500
12/11/2019,3290,3320,3270,3300,3224.12793,6693500
12/12/2019,3300,3300,3240,3260,3185.047363,9334700
12/13/2019,3310,3310,3220,3240,3165.507324,10939400
12/16/2019,3220,3280,3190,3210,3136.197266,8656200
12/17/2019,3210,3310,3200,3310,3233.897949,7381000
